"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"http://mindadda.com/terms-conditions/","text/html; charset=UTF-8","200","OK","Indexable","","Terms 7 Conditions - MindAdda","29","277","Terms & Conditions - MindAdda MindAdda is India's First Ever Platform for Personality Empowerment. Our programs like Speed Reading Training, Public Speaking Tools, Spoken English Progrms, Super Learning, Super Memory Programs will help you to improve your personality as well as to learn Life Skills. Learn from the experts and Mind gurus the latest and cutting edge techniques for empower your mind. Boost your Memory. Increase your Memorization. Improve your retention power. Learn advanced Mind Exercises. Learn the practices by which you can read speed, save your time with better comprehension and memorization. You can read 3 times speeder, You can remember the context 2 times faster by our exclusive program. Built confidence within you to express yourself in front of public/group. Learn soft skills and accelerate your communication skills from experts. Learn different methods to develop verbal and non verbal communication. We have exclusive programs that will empower you to unlock the maximum potential within you.We are here to help you with the best ideology to improve your brain which will create a brainstorm idea to learn and utilize your brain with 100% efficiency.","1186","7577","","0","Terms & Conditions","18","","0","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/terms-conditions/","","","","","102300","1007","7.477","2","","302","150","64.940","43","19","9","8","","","","","a927d6d7e26d3d978aa054025cbb21c7","0.888","Sat, 18 Jul 2020 20:05:28 GMT","","","http://mindadda.com/terms-conditions/"
"http://mindadda.com/super-memory/","text/html; charset=UTF-8","200","OK","Indexable","","Super Memory Programs - MindAdda | Your Empowerment Partner","59","593","Super Memory Program - MindAdda . MindAdda is India's First Ever Platform for Personality Empowerment. Our programs like Speed Reading Training, Public Speaking Tools, Spoken English Progrms, Super Learning, Super Memory Programs will help you to improve your personality as well as to learn Life Skills. Learn from the experts and Mind gurus the latest and cutting edge techniques for empower your mind. Boost your Memory. Increase your Memorization. Improve your retention power. Learn advanced Mind Exercises. Learn the practices by which you can read speed, save your time with better comprehension and memorization. You can read 3 times speeder, You can remember the context 2 times faster by our exclusive program. Built confidence within you to express yourself in front of public/group. Learn soft skills and accelerate your communication skills from experts. Learn different methods to develop verbal and non verbal communication. We have exclusive programs that will empower you to unlock the maximum potential within you.We are here to help you with the best ideology to improve your brain which will create a brainstorm idea to learn and utilize your brain with 100% efficiency.","1190","7611","","0","","0","Join the foremost expert in memory improvement and brain performance in a Exclusive Program that will transform the way you think, learn, and live.","147","Boost Your Memory","17","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/super-memory/","","","","","97298","472","3.981","2","","152","150","64.940","46","21","9","8","","","","","b0b032388426449a46d5232892495a1d","3.127","","","","http://mindadda.com/super-memory/"
"http://mindadda.com/category/blog/","text/html; charset=UTF-8","200","OK","Indexable","","Blog Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","112","1044","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Blog","4","Importance of Soft Skills in Corporate World","44","HOW TO BOOST YOUR MEMORY","24","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/blog/","http://mindadda.com/category/blog/page/2/","","","","103567","353","3.175","2","","427","150","64.940","98","54","9","8","","","","","b6f7033a3259d8230e8aa2886b550832","0.852","Sat, 18 Jul 2020 21:31:13 GMT","","","http://mindadda.com/category/blog/"
"http://mindadda.com/privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Privacy Policy - MindAdda","25","229","Privacy Policies - a is India's First Ever Platform for Personality Empowerment. Our programs like Speed Reading Training, Public Speaking Tools, Spoken English Programs, Super Learning, Super Memory Programs will help you to improve your personality as well as to learn Life Skills.","283","1794","","0","Privacy Policy","14","","0","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/privacy-policy/","","","","","102398","1474","9.864","2","","302","150","64.940","43","19","9","8","","","","","eb1af762cd175b291791af3045f275dd","0.856","Sat, 18 Jul 2020 15:05:04 GMT","","","http://mindadda.com/privacy-policy/"
"http://mindadda.com/mantras-to-chase-the-interview/","text/html; charset=UTF-8","200","OK","Indexable","","MANTRAS TO CHASE THE INTERVIEW","30","360","Getting a call for your desire dream job is a initial step to come closer to the right direction. Obviously this is not the destination, but yes it is the entrance towards success. To achieve success you need to crack the interview. So here we are giving you some mantras, some skills which will help you to chase the interview.","328","2005","","0","MANTRAS TO CHASE THE INTERVIEW","30","Post navigation","15","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/mantras-to-chase-the-interview/","","","","","85540","462","4.522","2","","64","20","8.660","61","33","9","8","","","","","8250134eb244d6a043eea1b14215470e","0.859","Sat, 18 Jul 2020 20:05:24 GMT","","","http://mindadda.com/mantras-to-chase-the-interview/"
"http://mindadda.com/category/interview-skills/","text/html; charset=UTF-8","200","OK","Indexable","","Interview Skills Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","124","1135","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Interview Skills","16","MANTRAS TO CHASE THE INTERVIEW","30","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/interview-skills/","","","","","94909","109","1.912","2","","466","150","64.940","59","29","9","8","","","","","79bf35e91809231708203601216d727b","0.879","Sat, 18 Jul 2020 15:05:08 GMT","","","http://mindadda.com/category/interview-skills/"
"http://www.mindadda.com/register","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","2","2","0.870","0","0","0","0","","","","","","1.512","","http://mindadda.com/register","HTTP Redirect","http://www.mindadda.com/register"
"http://mindadda.com/category/public-speaking/","text/html; charset=UTF-8","200","OK","Indexable","","Public Speaking Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","123","1144","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Public Speaking","15","HOW TO IMPROVE VOCABULARY","25","MANTRAS TO CHASE THE INTERVIEW","30","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/public-speaking/","http://mindadda.com/category/public-speaking/page/2/","","","","104622","334","3.269","2","","528","150","64.940","97","50","9","8","","","","","afb160a16b653a59b73cf729497cebb8","0.878","Sat, 18 Jul 2020 15:05:29 GMT","","","http://mindadda.com/category/public-speaking/"
"http://mindadda.com/category/blog/current-scinario/","text/html; charset=UTF-8","200","OK","Indexable","","Current Scinario Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","124","1146","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Current Scinario","16","A Unique Look to Your New Healthy Lifestyle","43","Effect of Lock down on Rural Students and The Solutions","55","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/blog/current-scinario/","","","","","97538","198","2.288","2","","461","150","64.940","58","23","9","8","","","","","f6ccefb5ad4cb99ca0f6ea5489b1aca0","0.876","Sat, 18 Jul 2020 15:05:26 GMT","","","http://mindadda.com/category/blog/current-scinario/"
"http://mindadda.com/category/super-memory/","text/html; charset=UTF-8","200","OK","Indexable","","Super Memory Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","120","1135","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Super Memory","12","HOW TO BOOST YOUR MEMORY","24","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/super-memory/","","","","","94998","116","1.916","2","","467","150","64.940","60","30","9","8","","","","","20564850d969ae69506b211939963d0","0.870","Sat, 18 Jul 2020 15:05:07 GMT","","","http://mindadda.com/category/super-memory/"
"http://mindadda.com/registration/","text/html; charset=UTF-8","200","OK","Indexable","","Registration for MindAdda Programs","34","321","Register for Our Programs like Speed Reading, Super Memory, Public Speaking, Mind Healing, Mind Map etc.a is India's First Ever Platform for Personality Empowerment. Our programs like Speed Reading Training, Public Speaking Tools, Spoken English Programs, Super Learning, Super Memory Programs will help you to improve your personality as well as to learn Life Skills.","368","2371","","0","Registration","12","","0","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/registration/","","","","","103845","56","1.466","2","","308","153","66.230","45","21","9","8","","","","","17ec5eb843ccbe10d09ff756c899d9f7","0.889","Sat, 18 Jul 2020 21:30:54 GMT","","","http://mindadda.com/registration/"
"http://mindadda.com/mindhub/","text/html; charset=UTF-8","200","OK","Indexable","","MindHub - MindAdda - Super Learning, Speed Reading, Mind Mapping","64","617","Explore MindHub and Test Your Mind. Learn How Can You Be A Super Learner.We are India’s Most Advanced and Exclusive Platform for Personal Empowerment. We had researched more than 3 years to find out best solutions for your Personal Empowerment which includes Personal Development, Communication Skills, Super Memory Development, Speed Reading and Many More.","357","2411","","0","Explore MindHub","15","Lets Practice Speed Reading More Effectively","44","Let's Practice MindMap","22","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/mindhub/","","","","","148980","680","3.474","2","","161","151","65.370","47","23","15","14","","","","","7a4458738d374412ffaec649cf06b985","0.866","Sat, 18 Jul 2020 15:04:58 GMT","","","http://mindadda.com/mindhub/"
"http://mindadda.com/how-to-improve-vocabulary/","text/html; charset=UTF-8","200","OK","Indexable","","How to improve your vocabulary - MindAdda","41","388","Having a good vocabulary to draw from can help you write more effectively. Person need to use a more formal tone when writing not conversational language- and to do that they need a richer vocabulary to tap into those words we don’t use when we speak. ","252","1609","","0","HOW TO IMPROVE VOCABULARY","25","Post navigation","15","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/how-to-improve-vocabulary/","","","","","88227","558","5.142","2","","83","24","10.390","64","37","9","8","","","","","4db7fe1a8cff3847e972b10a5f4b0a4e","0.869","Sat, 18 Jul 2020 21:31:02 GMT","","","http://mindadda.com/how-to-improve-vocabulary/"
"http://mindadda.com/category/personality-development/communication-skills/","text/html; charset=UTF-8","200","OK","Indexable","","Communication Skills Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","128","1189","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Communication Skills","20","HOW TO IMPROVE VOCABULARY","25","Professional Email writing skills","33","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/personality-development/communication-skills/","http://mindadda.com/category/personality-development/communication-skills/page/2/","","","","105312","349","3.316","2","","533","150","64.940","97","51","9","8","","","","","8ac1634d353f333e38ea8e39cc166c18","0.940","Sat, 18 Jul 2020 15:05:36 GMT","","","http://mindadda.com/category/personality-development/communication-skills/"
"http://mindadda.com/category/blog/self-awareness/","text/html; charset=UTF-8","200","OK","Indexable","","Self Awareness Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","122","1143","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Self Awareness","14","Importance of Soft Skills in Corporate World","44","HOW TO BOOST YOUR MEMORY","24","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/blog/self-awareness/","http://mindadda.com/category/blog/self-awareness/page/2/","","","","103974","354","3.172","2","","616","150","64.940","98","54","9","8","","","","","83e4f17848d84679d568f835591dc638","0.859","Sat, 18 Jul 2020 15:05:10 GMT","","","http://mindadda.com/category/blog/self-awareness/"
"http://mindadda.com/category/personality-development/page/7/","text/html; charset=UTF-8","200","OK","Indexable","","Personality Development Archives | Page 7 of 7 | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","145","1343","Welcome to the Smartest and Coolest community. If you can have a believe system within you, then you can be a smarter, stronger and a happy person. We have spent many years in researching for the best techniques and methodology to empower you, to unlock your full potential, to ignite you. Through our exclusive programs you can feel the difference in you..We are India’s most advanced personality empowerment organisation, focusing on Personality Development through our various programs like Public Speaking, Speed Reading, Story Telling, Super Memory etc.","558","3611","","0","Personality Development","23","Tips to identify a good communication skill training center","59","Important Tips for Self-Awareness in Relationships","50","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/category/personality-development/page/7/","","http://mindadda.com/category/personality-development/page/6/","","","100640","239","2.772","3","","6","4","1.730","81","39","9","8","","","","","87b334062be46477893d7cd9f4e27394","0.864","Sat, 18 Jul 2020 15:05:43 GMT","","","http://mindadda.com/category/personality-development/page/7/"
"http://mindadda.com/tag/mind-awareness/","text/html; charset=UTF-8","200","OK","Indexable","","Mind Awareness Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","122","1151","","0","0","","0","Mind Awareness","14","HOW TO BOOST YOUR MEMORY","24","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/tag/mind-awareness/","","","","","93245","116","1.954","3","","17","15","6.490","60","30","9","8","","","","","594b2a81aefe58190deb2b0a6ac0cbdf","0.873","Sat, 18 Jul 2020 15:07:21 GMT","","","http://mindadda.com/tag/mind-awareness/"
"http://mindadda.com/tag/mindadda-programs/","text/html; charset=UTF-8","200","OK","Indexable","","mindadda programs Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","125","1180","","0","0","","0","mindadda programs","17","HOW TO IMPROVE VOCABULARY","25","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/tag/mindadda-programs/","","","","","94644","127","2.175","3","","21","19","8.230","63","34","9","8","","","","","89d03572ec521b370accf24ff150d05d","0.852","Sat, 18 Jul 2020 18:05:33 GMT","","","http://mindadda.com/tag/mindadda-programs/"
"http://mindadda.com/tag/skills-for-corporates/","text/html; charset=UTF-8","200","OK","Indexable","","skills for corporates Archives | MindAdda - Your Empowerment Partner | Public Speaking, Speed Reading, Super Memory & Life Skills","129","1178","","0","0","","0","skills for corporates","21","Importance of Soft Skills in Corporate World","44","","0","index, follow","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","http://mindadda.com/tag/skills-for-corporates/","","","","","93259","115","1.955","3","","16","14","6.060","59","29","9","8","","","","","f69e8639dd46b89d68a4212837ce435d","0.818","Sat, 18 Jul 2020 15:07:15 GMT","","","http://mindadda.com/tag/skills-for-corporates/"
